id,city,time,content,clean_content,compound_content,ml_text,handler,status,url,label,priority,is_synthetic,label_encoded
SYN0022,Hanoi,,"Tại đường Lê Văn Lương, phường Nhân Chính, quận Thanh Xuân, biển cấm dừng đỗ bị nghiêng và nội dung trên biển đã mờ, gây khó khăn cho người tham gia giao thông. Một số phương tiện vẫn dừng đỗ tại khu vực này do không nhìn rõ biển báo. Đề nghị kiểm tra, thay thế hoặc sơn sửa lại biển báo.","Tại đường Lê Văn Lương, phường Nhân Chính, quận Thanh Xuân, biển cấm dừng đỗ bị nghiêng và nội dung trên biển đã mờ, gây khó khăn cho người tham gia giao thông. Một số phương tiện vẫn dừng đỗ tại khu vực này do không nhìn rõ biển báo. Đề nghị kiểm tra, thay thế hoặc sơn sửa lại biển báo.","tại đường lê_văn_lương , phường nhân chính , quận thanh_xuân , biển cấm dừng đỗ bị nghiêng và nội_dung trên biển đã mờ , gây khó_khăn cho người tham_gia giao_thông . một_số phương_tiện vẫn dừng đỗ tại khu_vực này do không nhìn rõ biển_báo . đề_nghị kiểm_tra , thay_thế hoặc sơn sửa lại biển_báo .","tại đường lê_văn_lương , phường nhân chính , quận thanh_xuân , biển cấm dừng đỗ bị nghiêng và nội_dung trên biển đã mờ , gây khó_khăn cho người tham_gia giao_thông . một_số phương_tiện vẫn dừng đỗ tại khu_vực này do không nhìn rõ biển_báo . đề_nghị kiểm_tra , thay_thế hoặc sơn sửa lại biển_báo .",,Dữ liệu ảo,,bien_bao,trung_binh,True,0
269010,Ha Noi,,"Xe tải bốc hàng của Viettelpost ngày nào cũng đỗ xe chắn nửa đường vạch liền chỗ ngã 3 đèn xanh đèn đỏ, ngã 3 rẽ vào La Phù, DT72 hướng đi Ngãi Cầu","Xe tải bốc hàng của Viettelpost ngày nào cũng đỗ xe chắn nửa đường vạch liền chỗ ngã 3 đèn xanh đèn đỏ, ngã 3 rẽ vào La Phù, DT72 hướng đi Ngãi Cầu","Xe_tải bốc hàng của Viettelpost ngày nào cũng đỗ xe chắn nửa đường vạch liền chỗ ngã 3 đèn_xanh đèn_đỏ , ngã 3 rẽ vào La_Phù , DT72 hướng đi_Ngãi_Cầu","xe_tải bốc hàng của viettelpost ngày nào cũng đỗ xe chắn nửa đường vạch liền chỗ ngã 3 đèn_xanh đèn_đỏ , ngã 3 rẽ vào la_phù , dt72 hướng đi_ngãi_cầu",,Chưa xác định,https://congdanso.hanoi.gov.vn/phan-anh/xe-tai-boc-hang-viettel-do-can-tro-giao-thong-hang-ngay-269010,den_tin_hieu,thap,False,3
270315,Ha Noi,,Quán Nam bitet 20 hàng giầy làm hàng và để xe lấn chiếm vỉa hè. Đề nghị quý phường xử lý.,Quán Nam bitet 20 hàng giầy làm hàng và để xe lấn chiếm vỉa hè. Đề nghị quý phường xử lý.,Quán_Nam bitet 20 hàng giầy làm_hàng và để xe lấn_chiếm vỉa_hè . Đề_nghị quý phường xử_lý .,quán_nam bitet 20 hàng giầy làm_hàng và để xe lấn_chiếm vỉa_hè . đề_nghị quý phường xử_lý .,,Chưa xác định,https://congdanso.hanoi.gov.vn/phan-anh/lan-chiem-via-he-270315,via_he_long_duong,trung_binh,False,10
196,Hue,10:59 21/03/2026,"Đèn xanh ngã tư đường Nguyễn Khoa Văn - Nguyễn Tất Thành, phường Phú Bài không hiện số. Khi đèn xanh, người tham gia giao thông đang đi bất ngờ chuyển sang đèn đỏ rất nguy hiểm. Kính đề nghị các cơ quan chức năng kiểm tra xử lý.","Đèn xanh ngã tư đường Nguyễn Khoa Văn - Nguyễn Tất Thành, phường Phú Bài không hiện số. Khi đèn xanh, người tham gia giao thông đang đi bất ngờ chuyển sang đèn đỏ rất nguy hiểm. Kính đề nghị các cơ quan chức năng kiểm tra xử lý.","Đèn_xanh ngã tư đường Nguyễn_Khoa_Văn - Nguyễn_Tất_Thành , phường Phú_Bài không hiện số . Khi_đèn xanh , người tham_gia giao_thông đang_đi bất_ngờ chuyển sang đèn_đỏ rất nguy_hiểm . Kính_đề nghị các cơ_quan_chức_năng kiểm_tra xử_lý .","đèn_xanh ngã tư đường nguyễn_khoa_văn - nguyễn_tất_thành , phường phú_bài không hiện số . khi_đèn xanh , người tham_gia giao_thông đang_đi bất_ngờ chuyển sang đèn_đỏ rất nguy_hiểm . kính_đề nghị các cơ_quan_chức_năng kiểm_tra xử_lý .","Kết quả xử lý
Phường Phú Bài
Kính gửi: Quý Ông/Bà.
Vấn đề quý Ông/Bà phản ánh, UBND phường Phú Bài đã chỉ đạo Trung tâm Dịch vụ sự nghiệp công phường kiểm tra và xin thông báo kết quả như sau:
Đối với vấn đề này, Trung tâm Dịch vụ sự nghiệp công sẽ phối hợp với Trung tâm Quản lý và khai thác hạ tầng thành phố để bảo trì hệ thống cụm đèn tín hiệu giao thông xử lý vấn đề đèn không hiện số đếm này (Theo Quyết định số 3691/QĐ-UBND ngày 05 tháng 12 năm 2025 của UBND thành phố Huế về giao trách nhiệm quản lý, bảo trì hệ thống cụm đèn tín hiệu giao thông và hệ thống điện chiếu sáng trên tuyến đường Hồ Chí Minh, đường tránh phía tây thành phố Huế, các tuyến đường Quốc lộ 1A, quốc lộ 49 và Quốc lộ 49B trên địa bàn thành phố Huế giao trách nhiệm cho Trung tâm Quản lý và khai thác hạ tầng quản lý, bảo trì hệ thống cụm đèn tín hiệu giao thông).
Chân thành cảm ơn quý Ông/Bà.
Trân trọng./.
Hạn xử lý: 01/04/2026
Ngày xử lý: 31/03/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/den-xanh-nga-tu-duong-nguyen-khoa-van---nguyen-tat-thanh-khong-hien-so-dem-a218504.html,den_tin_hieu,cao,False,3
35,Hue,12:09 15/04/2026,"Điện lưới cung cấp tại xóm Chung Cư, Nguyễn Dĩnh, Khuông Phò Nam, xã Quảng Điền, thành phố Huế hiện có 02 pha khác biệt (Pha 1, Pha 2). Hiện Pha 2 luôn xảy ra tình trạng quá tải, cúp điện đột ngột, đặc biệt là giờ cao điểm, nắng nóng, hoặc lý do nào đó (Pha 1 vẫn có điện). Mong cơ quan chức năng, cơ quan điện lực nên khảo sát và cân đối 2 pha hợp lý, để không xảy ra hiện tượng mãi như vậy. Để không ảnh hưởng đến các thiết bị điện, cũng như quá trình sinh hoạt các hộ dân nơi đây. Mong chính quyền cơ quan chức năng quan tâm giải quyết. Xin trân trọng.","Điện lưới cung cấp tại xóm Chung Cư, Nguyễn Dĩnh, Khuông Phò Nam, xã Quảng Điền, thành phố Huế hiện có 02 pha khác biệt (Pha 1, Pha 2). Hiện Pha 2 luôn xảy ra tình trạng quá tải, cúp điện đột ngột, đặc biệt là giờ cao điểm, nắng nóng, hoặc lý do nào đó (Pha 1 vẫn có điện). Mong cơ quan chức năng, cơ quan điện lực nên khảo sát và cân đối 2 pha hợp lý, để không xảy ra hiện tượng mãi như vậy. Để không ảnh hưởng đến các thiết bị điện, cũng như quá trình sinh hoạt các hộ dân nơi đây. Mong chính quyền cơ quan chức năng quan tâm giải quyết. Xin trân trọng.","Điện_lưới cung_cấp tại xóm Chung_Cư , Nguyễn_Dĩnh , Khuông_Phò_Nam , xã Quảng_Điền , thành_phố Huế hiện có 02 pha khác_biệt ( Pha 1 , Pha 2 ) . Hiện_Pha 2 luôn xảy ra tình_trạng quá_tải , cúp điện_đột ngột , đặc_biệt là giờ cao_điểm , nắng_nóng , hoặc lý_do nào đó ( Pha 1 vẫn có điện ) . Mong cơ_quan_chức_năng , cơ_quan điện_lực nên khảo_sát và cân_đối 2 pha hợp_lý , để không xảy ra hiện_tượng mãi như_vậy . Để không ảnh_hưởng đến các thiết_bị điện , cũng như quá_trình sinh_hoạt các hộ dân nơi đây . Mong chính_quyền cơ_quan_chức_năng quan_tâm giải_quyết . Xin trân_trọng .","điện_lưới cung_cấp tại xóm chung_cư , nguyễn_dĩnh , khuông_phò_nam , xã quảng_điền , thành_phố huế hiện có 02 pha khác_biệt ( pha 1 , pha 2 ) . hiện_pha 2 luôn xảy ra tình_trạng quá_tải , cúp điện_đột ngột , đặc_biệt là giờ cao_điểm , nắng_nóng , hoặc lý_do nào đó ( pha 1 vẫn có điện ) . mong cơ_quan_chức_năng , cơ_quan điện_lực nên khảo_sát và cân_đối 2 pha hợp_lý , để không xảy ra hiện_tượng mãi như_vậy . để không ảnh_hưởng đến các thiết_bị điện , cũng như quá_trình sinh_hoạt các hộ dân nơi đây . mong chính_quyền cơ_quan_chức_năng quan_tâm giải_quyết . xin trân_trọng .","Kết quả xử lý
Công ty Điện lực Huế
Kính gửi: Quý Ông/Bà.
Vấn đề quý Ông/Bà phản ánh, Công ty Điện lực Huế xin thông báo kết quả như sau:
Khu vực Ông/Bà sinh sống là điểm cuối, giáp ranh của 02 lưới điện hạ áp của 02 trạm biến áp cấp điện khác nhau. Do đó, khi cắt điện công tác trạm này thì trạm kia vẫn có điện, nên khu vực giáp ranh giữa 02 trạm sẽ có nhà có điện và nhà cúp điện. Điện lực Quảng Điền đã giải thích cho khách hàng sử dụng điện tại khu vực này.
Chân thành cảm ơn quý Ông/Bà.
Trân trọng./.
Hạn xử lý: 24/04/2026
Ngày xử lý: 21/04/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/xu-ly-qua-tai-dien-pha-2-tai-xom-chung-cu-nguyen-dinh-quang-dien-a220904.html,dien_luc_chieu_sang,thap,False,4
SYN0070,Hanoi,,"Người dân kiến nghị xem xét điều chỉnh hướng lưu thông tại đường Nguyễn Văn Cừ, phường Bồ Đề, quận Long Biên do tuyến đường thường xuyên xảy ra ùn tắc cục bộ. Việc tổ chức giao thông hiện nay chưa phù hợp với mật độ phương tiện thực tế. Đề nghị nghiên cứu phương án phân làn hoặc điều tiết giao thông hiệu quả hơn.","Người dân kiến nghị xem xét điều chỉnh hướng lưu thông tại đường Nguyễn Văn Cừ, phường Bồ Đề, quận Long Biên do tuyến đường thường xuyên xảy ra ùn tắc cục bộ. Việc tổ chức giao thông hiện nay chưa phù hợp với mật độ phương tiện thực tế. Đề nghị nghiên cứu phương án phân làn hoặc điều tiết giao thông hiệu quả hơn.","người dân kiến_nghị xem_xét điều_chỉnh hướng lưu_thông tại đường nguyễn_văn_cừ , phường bồ_đề , quận long_biên do tuyến đường thường_xuyên xảy ra ùn_tắc cục_bộ . việc tổ_chức giao_thông hiện_nay chưa phù_hợp với mật_độ phương_tiện thực_tế . đề_nghị nghiên_cứu phương_án phân làn hoặc điều_tiết giao_thông hiệu_quả hơn .","người dân kiến_nghị xem_xét điều_chỉnh hướng lưu_thông tại đường nguyễn_văn_cừ , phường bồ_đề , quận long_biên do tuyến đường thường_xuyên xảy ra ùn_tắc cục_bộ . việc tổ_chức giao_thông hiện_nay chưa phù_hợp với mật_độ phương_tiện thực_tế . đề_nghị nghiên_cứu phương_án phân làn hoặc điều_tiết giao_thông hiệu_quả hơn .",,Dữ liệu ảo,,to_chuc_giao_thong,trung_binh,True,9
271507,Ha Noi,,Có biển cấm đỗ xe nhưng xe này vẫn ngang nhiên thường xuyên đỗ cả sáng cả tối,Có biển cấm đỗ xe nhưng xe này vẫn ngang nhiên thường xuyên đỗ cả sáng cả tối,Có biển cấm đỗ xe nhưng xe này vẫn ngang_nhiên thường_xuyên đỗ cả sáng cả tối,có biển cấm đỗ xe nhưng xe này vẫn ngang_nhiên thường_xuyên đỗ cả sáng cả tối,,Chưa xác định,https://congdanso.hanoi.gov.vn/phan-anh/co-bien-cam-do-xe-nhung-van-ngang-nhien-do-ca-sang-ca-toi-271507,bien_bao,thap,False,0
484,Hue,22:23 29/01/2026,"Ô trồng cây tại 19 Yết Kiêu, phường Phú Xuân bị san lấp. Kính gửi cơ quan chức năng xử lý. Xin cảm ơn","Ô trồng cây tại 19 Yết Kiêu, phường Phú Xuân bị san lấp. Kính gửi cơ quan chức năng xử lý. Xin cảm ơn","Ô trồng cây tại 19 Yết_Kiêu , phường Phú_Xuân bị san_lấp . Kính gửi cơ_quan_chức_năng xử_lý . Xin cảm_ơn","ô trồng cây tại 19 yết_kiêu , phường phú_xuân bị san_lấp . kính gửi cơ_quan_chức_năng xử_lý . xin cảm_ơn","Kết quả xử lý
Trung tâm Công viên cây xanh thành phố Huế
Kính gửi: Quý Ông/Bà.
Vấn đề quý Ông/Bà phản ánh, Trung tâm Công viên Cây xanh thành phố Huế xin thông báo kết quả như sau:
Trung tâm đã cho phá dỡ và thu dọn bê tông dưới ô cây tại 19 Yết Kiêu (đính kèm hình ảnh).
Chân thành cảm ơn quý Ông/Bà.
Trân trọng./.
Hạn xử lý: 10/02/2026
Ngày xử lý: 26/02/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/o-trong-cay-tai-19-yet-kieu-bi-san-lap-a214484.html,cay_xanh_vat_can,thap,False,1
217,Hue,11:57 20/03/2026,"Nắp cống thoát nước bị vỡ, sập trước mặt số nhà 25 xóm 3 Ngọc Anh, phường Mỹ Thượng, tp Huế. Kính đề nghị UBND phường Mỹ Thượng, Công ty Hằng Trung tiến hành sửa chữa kẻo nguy hiểm cho người đi đường. Xin cảm ơn.","Nắp cống thoát nước bị vỡ, sập trước mặt số nhà 25 xóm 3 Ngọc Anh, phường Mỹ Thượng, tp Huế. Kính đề nghị UBND phường Mỹ Thượng, Công ty Hằng Trung tiến hành sửa chữa kẻo nguy hiểm cho người đi đường. Xin cảm ơn.","Nắp cống thoát nước bị vỡ , sập trước mặt_số nhà 25 xóm 3 Ngọc_Anh , phường Mỹ_Thượng , tp Huế . Kính_đề nghị UBND phường Mỹ_Thượng , Công_ty Hằng_Trung tiến_hành sửa_chữa kẻo nguy_hiểm cho người đi_đường . Xin cảm_ơn .","nắp cống thoát nước bị vỡ , sập trước mặt_số nhà 25 xóm 3 ngọc_anh , phường mỹ_thượng , tp huế . kính_đề nghị ubnd phường mỹ_thượng , công_ty hằng_trung tiến_hành sửa_chữa kẻo nguy_hiểm cho người đi_đường . xin cảm_ơn .","Kết quả xử lý
Phường Mỹ Thượng
 Kính gửi: Quý Ông/Bà.
Vấn đề quý Ông/Bà phản ánh, UBND phường Mỹ Thượng xin thông báo kết quả như sau:
Liên quan đến nội dung phản ánh, UBND phường đã chỉ đạo phòng ban chuyên môn tiến hành kiểm tra tại vị trí số nhà 25, xóm 3, TDP Ngọc Anh, qua kiểm tra ghi nhận tình trạng cống đan bị sụm. UBND phường đã cho lực lượng dựng rào chắn cảnh báo nguy hiểm; bên cạnh đó đã chỉ đạo đơn vị bảo trì tiến hành đúc đan để sớm lắp đặc thay thế cho người và phương tiện đi lại đảm bảo an toàn (đính kèm hình ảnh).
Chân thành cảm ơn quý Ông/Bà.
Trân trọng./.
1/2
12
Hạn xử lý: 31/03/2026
Ngày xử lý: 30/03/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/nap-cong-thoat-nuoc-bi-vo-truoc-mat-so-nha-25-xom-3-ngoc-anh-a218392.html,cong_ho_ga_thoat_nuoc,cao,False,2
SYN0108,Hanoi,,"Sau các buổi họp chợ tự phát tại đường Hoàng Quốc Việt, phường Nghĩa Đô, quận Cầu Giấy, rác thải thường bị bỏ lại trên vỉa hè và lòng đường. Tình trạng này gây mất mỹ quan đô thị, ảnh hưởng đến môi trường sống của người dân. Đề nghị có biện pháp thu gom và kiểm soát việc buôn bán tại khu vực này.","Sau các buổi họp chợ tự phát tại đường Hoàng Quốc Việt, phường Nghĩa Đô, quận Cầu Giấy, rác thải thường bị bỏ lại trên vỉa hè và lòng đường. Tình trạng này gây mất mỹ quan đô thị, ảnh hưởng đến môi trường sống của người dân. Đề nghị có biện pháp thu gom và kiểm soát việc buôn bán tại khu vực này.","sau các buổi họp chợ tự_phát tại đường hoàng_quốc việt , phường nghĩa_đô , quận cầu giấy , rác_thải thường bị bỏ lại trên vỉa_hè và lòng_đường . tình_trạng này gây mất mỹ_quan đô_thị , ảnh_hưởng đến môi_trường sống của người dân . đề_nghị có biện_pháp thu_gom và kiểm_soát việc buôn_bán tại khu_vực này .","sau các buổi họp chợ tự_phát tại đường hoàng_quốc việt , phường nghĩa_đô , quận cầu giấy , rác_thải thường bị bỏ lại trên vỉa_hè và lòng_đường . tình_trạng này gây mất mỹ_quan đô_thị , ảnh_hưởng đến môi_trường sống của người dân . đề_nghị có biện_pháp thu_gom và kiểm_soát việc buôn_bán tại khu_vực này .",,Dữ liệu ảo,,rac_thai_ve_sinh_moi_truong,trung_binh,True,8
274,Hue,12/3/2026 13:13,"Tôi phản ánh đèn tín hiệu giao thông tại nút giao Trần Hoàn - Thuận Hóa (ngã 5, phường Hương Thủy/Thủy Lương cũ) đang hỏng (không hoạt động), gây nguy hiểm, ùn tắc, đặc biệt giờ cao điểm và buổi tối. Đề nghị kiểm tra, sửa chữa khẩn cấp và thông báo kết quả.","Tôi phản ánh đèn tín hiệu giao thông tại nút giao Trần Hoàn - Thuận Hóa (ngã 5, phường Hương Thủy/Thủy Lương cũ) đang hỏng (không hoạt động), gây nguy hiểm, ùn tắc, đặc biệt giờ cao điểm và buổi tối. Đề nghị kiểm tra, sửa chữa khẩn cấp và thông báo kết quả.","Tôi phản_ánh_đèn tín_hiệu giao_thông tại nút giao Trần_Hoàn - Thuận_Hóa ( ngã 5 , phường Hương_Thủy / Thủy_Lương cũ ) đang hỏng ( không hoạt_động ) , gây nguy_hiểm , ùn_tắc , đặc_biệt giờ cao_điểm và buổi tối . Đề_nghị kiểm_tra , sửa_chữa khẩn_cấp và thông_báo kết_quả .","tôi phản_ánh_đèn tín_hiệu giao_thông tại nút giao trần_hoàn - thuận_hóa ( ngã 5 , phường hương_thủy / thủy_lương cũ ) đang hỏng ( không hoạt_động ) , gây nguy_hiểm , ùn_tắc , đặc_biệt giờ cao_điểm và buổi tối . đề_nghị kiểm_tra , sửa_chữa khẩn_cấp và thông_báo kết_quả .","Kết quả xử lý
Phường Hương Thủy
Kính gửi: Quý Ông/Bà.
Vấn đề quý Ông/Bà phản ánh, UBND phường Hương Thủy xin thông báo kết quả như sau:
Trong thời gian qua, taị vị trí phản ánh đang triển khai thi công Dự án: Mở rộng nút giao thông, hệ thống thoát nước tại ngã 5 đường Thuận Hoá – Trần Hoàn phường Hương Thủy. Trong quá trình thi công, do vướng hệ thống cột đèn và cáp ngầm, đơn vị thi công và đơn vị quản lý đã thực hiện di dời tạm thời các thiết bị điện để đảm bảo an toàn trong quá trình triển khai thi công. Hiện nay, sau khi hoàn thành một số hạng mục, đơn vị quản lý, vận hành đã tiến hành đấu nối và khôi phục hoạt động lại 03 trụ đèn giao thông. Còn lại 01 trụ đèn đang hư hỏng, đơn vị quản lý đang liên hệ để đặt mua linh kiện để sửa chữa, khắc phục trong thời gian đến.
UBND phường rất mong nhận được sự thông cảm của bà con nhân dân về những bất tiện nếu có. Trong thời gian chờ khôi phục, kính mong bà con nhân dân tham gia lưu thông qua khu vực này di chuyển chậm, đảm bảo an toàn.
Chân thành cảm ơn quý Ông/Bà.
Trân trọng./.
1/2
12
Hạn xử lý: 23/03/2026
Ngày xử lý: 20/03/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/den-giao-thong-tai-nut-giao-tran-hoan---thuan-hoa-bi-hong-a217717.html,den_tin_hieu,cao,False,3
SYN0105,Hanoi,,"Khu vực đường Lê Văn Lương, phường Nhân Chính, quận Thanh Xuân có điểm tập kết rác không đúng nơi quy định, nhiều bao rác bị để tràn ra lòng đường. Việc này gây mất vệ sinh môi trường, phát sinh mùi hôi và ảnh hưởng đến người đi bộ. Đề nghị cơ quan chức năng kiểm tra và bố trí điểm tập kết phù hợp hơn.","Khu vực đường Lê Văn Lương, phường Nhân Chính, quận Thanh Xuân có điểm tập kết rác không đúng nơi quy định, nhiều bao rác bị để tràn ra lòng đường. Việc này gây mất vệ sinh môi trường, phát sinh mùi hôi và ảnh hưởng đến người đi bộ. Đề nghị cơ quan chức năng kiểm tra và bố trí điểm tập kết phù hợp hơn.","khu_vực đường lê_văn_lương , phường nhân chính , quận thanh_xuân có điểm tập_kết rác không đúng nơi quy_định , nhiều bao rác bị để tràn ra lòng_đường . việc này gây mất vệ_sinh môi_trường , phát_sinh mùi hôi và ảnh_hưởng đến người đi bộ . đề_nghị cơ_quan_chức_năng kiểm_tra và bố_trí điểm tập_kết phù_hợp hơn .","khu_vực đường lê_văn_lương , phường nhân chính , quận thanh_xuân có điểm tập_kết rác không đúng nơi quy_định , nhiều bao rác bị để tràn ra lòng_đường . việc này gây mất vệ_sinh môi_trường , phát_sinh mùi hôi và ảnh_hưởng đến người đi bộ . đề_nghị cơ_quan_chức_năng kiểm_tra và bố_trí điểm tập_kết phù_hợp hơn .",,Dữ liệu ảo,,rac_thai_ve_sinh_moi_truong,trung_binh,True,8
96994,Da Nang,14:02 14/04/2026,"Trước đây tôi đã phản ánh nhiều lần tình trạng nắp cống bị kênh gây tiếng ồn tại khu vực trước nhà số 105 đường Trần Nhân Tông, phường Sơn Trà và đã được cơ quan chức năng phản hồi là đã xử lý. Tuy nhiên hiện nay, nắp cống tiếp tục bị kênh trở lại mỗi khi xe ô tô đi qua phát ra tiếng động rất lớn, gây ảnh hưởng đến sinh hoạt của người dân xung quanh. Kính đề nghị cơ quan chức năng kiểm tra, xử lý dứt điểm, thay thế nắp cống mới phù hợp để tránh tái diễn tình trạng gây tiếng ồn. Xin cảm ơn.","Trước đây tôi đã phản ánh nhiều lần tình trạng nắp cống bị kênh gây tiếng ồn tại khu vực trước nhà số 105 đường Trần Nhân Tông, phường Sơn Trà và đã được cơ quan chức năng phản hồi là đã xử lý. Tuy nhiên hiện nay, nắp cống tiếp tục bị kênh trở lại mỗi khi xe ô tô đi qua phát ra tiếng động rất lớn, gây ảnh hưởng đến sinh hoạt của người dân xung quanh. Kính đề nghị cơ quan chức năng kiểm tra, xử lý dứt điểm, thay thế nắp cống mới phù hợp để tránh tái diễn tình trạng gây tiếng ồn. Xin cảm ơn.","Trước_đây tôi đã phản_ánh nhiều lần tình_trạng nắp cống bị kênh gây tiếng ồn tại khu_vực trước nhà số 105 đường Trần_Nhân_Tông , phường Sơn_Trà và đã_được cơ_quan_chức_năng phản_hồi là đã xử_lý . Tuy_nhiên hiện_nay , nắp cống tiếp_tục bị kênh trở_lại mỗi khi xe ô_tô đi qua phát ra tiếng_động rất lớn , gây ảnh_hưởng đến sinh_hoạt của người dân xung_quanh . Kính_đề nghị cơ_quan_chức_năng kiểm_tra , xử_lý dứt_điểm , thay_thế nắp cống mới phù_hợp để tránh tái_diễn tình_trạng gây tiếng ồn . Xin cảm_ơn .","trước_đây tôi đã phản_ánh nhiều lần tình_trạng nắp cống bị kênh gây tiếng ồn tại khu_vực trước nhà số 105 đường trần_nhân_tông , phường sơn_trà và đã_được cơ_quan_chức_năng phản_hồi là đã xử_lý . tuy_nhiên hiện_nay , nắp cống tiếp_tục bị kênh trở_lại mỗi khi xe ô_tô đi qua phát ra tiếng_động rất lớn , gây ảnh_hưởng đến sinh_hoạt của người dân xung_quanh . kính_đề nghị cơ_quan_chức_năng kiểm_tra , xử_lý dứt_điểm , thay_thế nắp cống mới phù_hợp để tránh tái_diễn tình_trạng gây tiếng ồn . xin cảm_ơn .",Sở Xây dựng,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96994,cong_ho_ga_thoat_nuoc,trung_binh,False,2
95400,Da Nang,21:35 29/03/2026,"Đèn đường chiếu sáng trước số nhà 51 Đồng Cửa 2, khu tái định cư Hoà Hiệp 3, phường Hải Vân hỏng hơn 2 tháng nay, đèn nằm giữa 2 ngã tư nên bị hạn chế tầm nhìn, ảnh hưởng đến sinh hoạt của khu vực. Kính mong ban ngành có trách nhiệm sớm khắc phục./.","Đèn đường chiếu sáng trước số nhà 51 Đồng Cửa 2, khu tái định cư Hoà Hiệp 3, phường Hải Vân hỏng hơn 2 tháng nay, đèn nằm giữa 2 ngã tư nên bị hạn chế tầm nhìn, ảnh hưởng đến sinh hoạt của khu vực. Kính mong ban ngành có trách nhiệm sớm khắc phục. /.","Đèn_đường chiếu sáng trước số nhà 51 Đồng_Cửa 2 , khu tái_định_cư Hoà_Hiệp 3 , phường Hải_Vân hỏng hơn 2 tháng nay , đèn nằm giữa 2 ngã tư nên bị hạn_chế tầm nhìn , ảnh_hưởng đến sinh_hoạt của khu_vực . Kính mong ban_ngành có trách_nhiệm sớm khắc_phục . / .","đèn_đường chiếu sáng trước số nhà 51 đồng_cửa 2 , khu tái_định_cư hoà_hiệp 3 , phường hải_vân hỏng hơn 2 tháng nay , đèn nằm giữa 2 ngã tư nên bị hạn_chế tầm nhìn , ảnh_hưởng đến sinh_hoạt của khu_vực . kính mong ban_ngành có trách_nhiệm sớm khắc_phục . / .",Sở Xây dựng,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=95400,dien_luc_chieu_sang,cao,False,4
317,Hue,5/3/2026 21:01,"Kính gửi cơ quan chức năng.
Tại đường Nguyễn Hữu Dật, phường Kim Long từ số nhà 03 đến trước nhà số 19 có nhiều đoạn nứt nẻ nghiêm trọng, sụt lún, gây nguy hiểm cho người tham gia giao thông. Mong quý cơ quan liên quan có hướng xử lý.","Kính gửi cơ quan chức năng. Tại đường Nguyễn Hữu Dật, phường Kim Long từ số nhà 03 đến trước nhà số 19 có nhiều đoạn nứt nẻ nghiêm trọng, sụt lún, gây nguy hiểm cho người tham gia giao thông. Mong quý cơ quan liên quan có hướng xử lý.","Kính gửi cơ_quan_chức_năng . Tại_đường Nguyễn_Hữu_Dật , phường Kim_Long từ số nhà 03 đến trước nhà số 19 có nhiều đoạn nứt_nẻ nghiêm_trọng , sụt lún , gây nguy_hiểm cho người tham_gia giao_thông . Mong quý cơ_quan liên_quan có hướng xử_lý .","kính gửi cơ_quan_chức_năng . tại_đường nguyễn_hữu_dật , phường kim_long từ số nhà 03 đến trước nhà số 19 có nhiều đoạn nứt_nẻ nghiêm_trọng , sụt lún , gây nguy_hiểm cho người tham_gia giao_thông . mong quý cơ_quan liên_quan có hướng xử_lý .","Kết quả xử lý
Trung tâm Quản lý và Khai thác hạ tầng thành phố Huế
Kính gửi: Quý Ông/Bà.
Vấn đề quý Ông/Bà phản ánh, Trung tâm Quản lý và Khai thác Hạ tầng thành phố Huế xin thông báo kết quả như sau:
Sau khi tiếp nhận phản ánh, Trung tâm đã phối hợp với các đơn vị liên quan tiến hành kiểm tra thực tế và ghi nhận tuyến đường đã được xây dựng từ lâu, bề mặt đường hiện bị bong tróc, xuống cấp. Trung tâm sẽ tổng hợp, báo cáo cơ quan chức năng xem xét đưa vào kế hoạch chỉnh trang, sửa chữa trong thời gian tới.
Hiện nay, trên địa bàn thành phố vẫn còn nhiều tuyến đường có hiện trạng tương tự như phản ánh của Quý Ông/Bà. Đây là khó khăn chung và đang được chính quyền các cấp từng bước khắc phục, bố trí nguồn lực để đầu tư, nâng cấp dần theo kế hoạch. Rất mong Quý Ông/Bà thông cảm và chia sẻ.
Chân thành cảm ơn Quý Ông/Bà.
Trân trọng./.
Hạn xử lý: 17/03/2026
Ngày xử lý: 16/03/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/kiem-tra-duong-hu-hong-tai-duong-nguyen-huu-dat-a217207.html,duong_cau_ha_tang_hu_hong,cao,False,6
