id,city,time,content,clean_content,compound_content,ml_text,handler,status,url,label,priority,is_synthetic
SYN0069,Hanoi,,"Tổ chức giao thông tại khu vực đường Hồ Tùng Mậu, phường Mai Dịch, quận Cầu Giấy hiện chưa hợp lý, đặc biệt vào giờ cao điểm khi lượng phương tiện tăng cao. Các luồng xe giao cắt nhau nhiều, dễ gây ùn tắc và mất an toàn. Kính đề nghị cơ quan chức năng khảo sát và điều chỉnh phương án phân luồng.","Tổ chức giao thông tại khu vực đường Hồ Tùng Mậu, phường Mai Dịch, quận Cầu Giấy hiện chưa hợp lý, đặc biệt vào giờ cao điểm khi lượng phương tiện tăng cao. Các luồng xe giao cắt nhau nhiều, dễ gây ùn tắc và mất an toàn. Kính đề nghị cơ quan chức năng khảo sát và điều chỉnh phương án phân luồng.","tổ_chức giao_thông tại khu_vực đường hồ_tùng mậu , phường mai_dịch , quận cầu giấy hiện chưa hợp_lý , đặc_biệt vào giờ cao_điểm khi lượng phương_tiện tăng cao . các luồng xe giao_cắt nhau nhiều , dễ gây ùn_tắc và mất an_toàn . kính đề_nghị cơ_quan_chức_năng khảo_sát và điều_chỉnh phương_án phân_luồng .","tổ_chức giao_thông tại khu_vực đường hồ_tùng mậu , phường mai_dịch , quận cầu giấy hiện chưa hợp_lý , đặc_biệt vào giờ cao_điểm khi lượng phương_tiện tăng cao . các luồng xe giao_cắt nhau nhiều , dễ gây ùn_tắc và mất an_toàn . kính đề_nghị cơ_quan_chức_năng khảo_sát và điều_chỉnh phương_án phân_luồng .",,Dữ liệu ảo,,to_chuc_giao_thong,trung_binh,True
SYN0070,Hanoi,,"Người dân kiến nghị xem xét điều chỉnh hướng lưu thông tại đường Nguyễn Văn Cừ, phường Bồ Đề, quận Long Biên do tuyến đường thường xuyên xảy ra ùn tắc cục bộ. Việc tổ chức giao thông hiện nay chưa phù hợp với mật độ phương tiện thực tế. Đề nghị nghiên cứu phương án phân làn hoặc điều tiết giao thông hiệu quả hơn.","Người dân kiến nghị xem xét điều chỉnh hướng lưu thông tại đường Nguyễn Văn Cừ, phường Bồ Đề, quận Long Biên do tuyến đường thường xuyên xảy ra ùn tắc cục bộ. Việc tổ chức giao thông hiện nay chưa phù hợp với mật độ phương tiện thực tế. Đề nghị nghiên cứu phương án phân làn hoặc điều tiết giao thông hiệu quả hơn.","người dân kiến_nghị xem_xét điều_chỉnh hướng lưu_thông tại đường nguyễn_văn_cừ , phường bồ_đề , quận long_biên do tuyến đường thường_xuyên xảy ra ùn_tắc cục_bộ . việc tổ_chức giao_thông hiện_nay chưa phù_hợp với mật_độ phương_tiện thực_tế . đề_nghị nghiên_cứu phương_án phân làn hoặc điều_tiết giao_thông hiệu_quả hơn .","người dân kiến_nghị xem_xét điều_chỉnh hướng lưu_thông tại đường nguyễn_văn_cừ , phường bồ_đề , quận long_biên do tuyến đường thường_xuyên xảy ra ùn_tắc cục_bộ . việc tổ_chức giao_thông hiện_nay chưa phù_hợp với mật_độ phương_tiện thực_tế . đề_nghị nghiên_cứu phương_án phân làn hoặc điều_tiết giao_thông hiệu_quả hơn .",,Dữ liệu ảo,,to_chuc_giao_thong,trung_binh,True
SYN0071,Hanoi,,"Tại nút giao gần phố Tôn Đức Thắng, phường Hàng Bột, quận Đống Đa, các phương tiện từ nhiều hướng cùng nhập vào một điểm gây xung đột giao thông. Vào giờ cao điểm, xe máy và ô tô thường xuyên chen lấn, làm tình trạng ùn tắc kéo dài. Đề nghị cơ quan chức năng xem xét tổ chức lại luồng xe.","Tại nút giao gần phố Tôn Đức Thắng, phường Hàng Bột, quận Đống Đa, các phương tiện từ nhiều hướng cùng nhập vào một điểm gây xung đột giao thông. Vào giờ cao điểm, xe máy và ô tô thường xuyên chen lấn, làm tình trạng ùn tắc kéo dài. Đề nghị cơ quan chức năng xem xét tổ chức lại luồng xe.","tại nút giao gần phố tôn_đức_thắng , phường hàng bột , quận đống_đa , các phương_tiện từ nhiều hướng cùng nhập vào một điểm gây xung_đột giao_thông . vào giờ cao_điểm , xe_máy và ô_tô thường_xuyên chen_lấn , làm tình_trạng ùn_tắc kéo_dài . đề_nghị cơ_quan_chức_năng xem_xét tổ_chức lại luồng xe .","tại nút giao gần phố tôn_đức_thắng , phường hàng bột , quận đống_đa , các phương_tiện từ nhiều hướng cùng nhập vào một điểm gây xung_đột giao_thông . vào giờ cao_điểm , xe_máy và ô_tô thường_xuyên chen_lấn , làm tình_trạng ùn_tắc kéo_dài . đề_nghị cơ_quan_chức_năng xem_xét tổ_chức lại luồng xe .",,Dữ liệu ảo,,to_chuc_giao_thong,trung_binh,True
SYN0072,Hanoi,,"Khu vực phố Tây Sơn, đoạn gần Đại học Thủy Lợi, quận Đống Đa có nhiều trường học, cửa hàng và khu dân cư nhưng chưa có phương án điều tiết giao thông phù hợp. Người dân đề nghị bổ sung biển hướng dẫn, phân làn hoặc điều chỉnh chiều lưu thông để hạn chế ùn tắc và đảm bảo an toàn.","Khu vực phố Tây Sơn, đoạn gần Đại học Thủy Lợi, quận Đống Đa có nhiều trường học, cửa hàng và khu dân cư nhưng chưa có phương án điều tiết giao thông phù hợp. Người dân đề nghị bổ sung biển hướng dẫn, phân làn hoặc điều chỉnh chiều lưu thông để hạn chế ùn tắc và đảm bảo an toàn.","khu_vực phố tây_sơn , đoạn gần đại_học thủy_lợi , quận đống_đa có nhiều trường_học , cửa_hàng và khu dân_cư nhưng chưa có phương_án điều_tiết giao_thông phù_hợp . người dân đề_nghị bổ_sung biển hướng_dẫn , phân làn hoặc điều_chỉnh chiều lưu_thông để hạn_chế ùn_tắc và đảm_bảo_an_toàn .","khu_vực phố tây_sơn , đoạn gần đại_học thủy_lợi , quận đống_đa có nhiều trường_học , cửa_hàng và khu dân_cư nhưng chưa có phương_án điều_tiết giao_thông phù_hợp . người dân đề_nghị bổ_sung biển hướng_dẫn , phân làn hoặc điều_chỉnh chiều lưu_thông để hạn_chế ùn_tắc và đảm_bảo_an_toàn .",,Dữ liệu ảo,,to_chuc_giao_thong,trung_binh,True
SYN0073,Hanoi,,"Việc cấm rẽ hoặc hạn chế lưu thông tại khu vực phố Bạch Mai, phường Bạch Mai, quận Hai Bà Trưng hiện gây bất tiện cho người dân sinh sống xung quanh. Nhiều phương tiện phải đi vòng xa, làm tăng áp lực giao thông lên các tuyến đường lân cận. Kính đề nghị xem xét lại phương án tổ chức giao thông.","Việc cấm rẽ hoặc hạn chế lưu thông tại khu vực phố Bạch Mai, phường Bạch Mai, quận Hai Bà Trưng hiện gây bất tiện cho người dân sinh sống xung quanh. Nhiều phương tiện phải đi vòng xa, làm tăng áp lực giao thông lên các tuyến đường lân cận. Kính đề nghị xem xét lại phương án tổ chức giao thông.","việc cấm rẽ hoặc hạn_chế lưu_thông tại khu_vực phố bạch_mai , phường bạch_mai , quận hai bà trưng hiện gây bất_tiện cho người dân_sinh_sống xung_quanh . nhiều phương_tiện phải đi vòng xa , làm tăng áp_lực giao_thông lên các tuyến đường lân_cận . kính đề_nghị xem_xét_lại phương_án tổ_chức giao_thông .","việc cấm rẽ hoặc hạn_chế lưu_thông tại khu_vực phố bạch_mai , phường bạch_mai , quận hai bà trưng hiện gây bất_tiện cho người dân_sinh_sống xung_quanh . nhiều phương_tiện phải đi vòng xa , làm tăng áp_lực giao_thông lên các tuyến đường lân_cận . kính đề_nghị xem_xét_lại phương_án tổ_chức giao_thông .",,Dữ liệu ảo,,to_chuc_giao_thong,trung_binh,True
SYN0074,Hanoi,,"Tại khu vực ngõ 93 Hoàng Văn Thái, phường Khương Trung, quận Thanh Xuân, lưu lượng phương tiện tăng cao nhưng cách tổ chức giao thông hiện nay chưa phù hợp. Xe từ nhiều hướng giao cắt liên tục, gây ùn tắc và mất an toàn. Đề nghị cơ quan chức năng khảo sát phương án điều tiết lại.","Tại khu vực ngõ 93 Hoàng Văn Thái, phường Khương Trung, quận Thanh Xuân, lưu lượng phương tiện tăng cao nhưng cách tổ chức giao thông hiện nay chưa phù hợp. Xe từ nhiều hướng giao cắt liên tục, gây ùn tắc và mất an toàn. Đề nghị cơ quan chức năng khảo sát phương án điều tiết lại.","tại khu_vực ngõ 93 hoàng_văn_thái , phường khương_trung , quận thanh_xuân , lưu_lượng phương_tiện tăng cao nhưng cách tổ_chức giao_thông hiện_nay chưa phù_hợp . xe từ nhiều hướng giao_cắt liên_tục , gây ùn_tắc và mất an_toàn . đề_nghị cơ_quan_chức_năng khảo_sát phương_án điều_tiết lại .","tại khu_vực ngõ 93 hoàng_văn_thái , phường khương_trung , quận thanh_xuân , lưu_lượng phương_tiện tăng cao nhưng cách tổ_chức giao_thông hiện_nay chưa phù_hợp . xe từ nhiều hướng giao_cắt liên_tục , gây ùn_tắc và mất an_toàn . đề_nghị cơ_quan_chức_năng khảo_sát phương_án điều_tiết lại .",,Dữ liệu ảo,,to_chuc_giao_thong,trung_binh,True
SYN0075,Hanoi,,"Tại khu vực phố Nguyễn Xiển, phường Thanh Xuân Trung, quận Thanh Xuân, rác thải sinh hoạt bị tập kết lâu ngày bên lề đường nhưng chưa được thu gom kịp thời. Tình trạng này gây mùi hôi, ảnh hưởng đến mỹ quan đô thị và sinh hoạt của người dân xung quanh. Kính đề nghị đơn vị vệ sinh môi trường kiểm tra và xử lý.","Tại khu vực phố Nguyễn Xiển, phường Thanh Xuân Trung, quận Thanh Xuân, rác thải sinh hoạt bị tập kết lâu ngày bên lề đường nhưng chưa được thu gom kịp thời. Tình trạng này gây mùi hôi, ảnh hưởng đến mỹ quan đô thị và sinh hoạt của người dân xung quanh. Kính đề nghị đơn vị vệ sinh môi trường kiểm tra và xử lý.","tại khu_vực phố nguyễn_xiển , phường thanh_xuân_trung , quận thanh_xuân , rác_thải sinh_hoạt bị tập_kết lâu ngày bên lề_đường nhưng chưa được thu_gom kịp_thời . tình_trạng này gây mùi hôi , ảnh_hưởng đến mỹ_quan đô_thị và sinh_hoạt của người dân xung_quanh . kính đề_nghị đơn_vị vệ_sinh môi_trường kiểm_tra và xử_lý .","tại khu_vực phố nguyễn_xiển , phường thanh_xuân_trung , quận thanh_xuân , rác_thải sinh_hoạt bị tập_kết lâu ngày bên lề_đường nhưng chưa được thu_gom kịp_thời . tình_trạng này gây mùi hôi , ảnh_hưởng đến mỹ_quan đô_thị và sinh_hoạt của người dân xung_quanh . kính đề_nghị đơn_vị vệ_sinh môi_trường kiểm_tra và xử_lý .",,Dữ liệu ảo,,rac_thai_ve_sinh_moi_truong,trung_binh,True
SYN0076,Hanoi,,"Người dân phản ánh tại đường Nguyễn Trãi, đoạn gần Ngã Tư Sở, quận Thanh Xuân thường xuyên xuất hiện tình trạng xả rác bừa bãi trên vỉa hè và gần miệng cống thoát nước. Khi trời mưa, rác trôi xuống cống gây tắc nghẽn và ứ đọng nước. Đề nghị tăng cường thu gom rác và tuyên truyền giữ gìn vệ sinh.","Người dân phản ánh tại đường Nguyễn Trãi, đoạn gần Ngã Tư Sở, quận Thanh Xuân thường xuyên xuất hiện tình trạng xả rác bừa bãi trên vỉa hè và gần miệng cống thoát nước. Khi trời mưa, rác trôi xuống cống gây tắc nghẽn và ứ đọng nước. Đề nghị tăng cường thu gom rác và tuyên truyền giữ gìn vệ sinh.","người dân phản_ánh tại đường nguyễn_trãi , đoạn gần ngã tư_sở , quận thanh_xuân thường_xuyên xuất_hiện tình_trạng xả rác bừa_bãi trên vỉa_hè và gần miệng cống thoát nước . khi trời mưa , rác trôi xuống cống gây tắc_nghẽn và ứ_đọng nước . đề_nghị tăng_cường thu_gom rác và tuyên_truyền giữ_gìn vệ_sinh .","người dân phản_ánh tại đường nguyễn_trãi , đoạn gần ngã tư_sở , quận thanh_xuân thường_xuyên xuất_hiện tình_trạng xả rác bừa_bãi trên vỉa_hè và gần miệng cống thoát nước . khi trời mưa , rác trôi xuống cống gây tắc_nghẽn và ứ_đọng nước . đề_nghị tăng_cường thu_gom rác và tuyên_truyền giữ_gìn vệ_sinh .",,Dữ liệu ảo,,rac_thai_ve_sinh_moi_truong,trung_binh,True
SYN0077,Hanoi,,"Khu vực đường Nguyễn Văn Cừ, phường Bồ Đề, quận Long Biên có điểm tập kết rác không đúng nơi quy định, nhiều bao rác bị để tràn ra lòng đường. Việc này gây mất vệ sinh môi trường, phát sinh mùi hôi và ảnh hưởng đến người đi bộ. Đề nghị cơ quan chức năng kiểm tra và bố trí điểm tập kết phù hợp hơn.","Khu vực đường Nguyễn Văn Cừ, phường Bồ Đề, quận Long Biên có điểm tập kết rác không đúng nơi quy định, nhiều bao rác bị để tràn ra lòng đường. Việc này gây mất vệ sinh môi trường, phát sinh mùi hôi và ảnh hưởng đến người đi bộ. Đề nghị cơ quan chức năng kiểm tra và bố trí điểm tập kết phù hợp hơn.","khu_vực đường nguyễn_văn_cừ , phường bồ_đề , quận long_biên có điểm tập_kết rác không đúng nơi quy_định , nhiều bao rác bị để tràn ra lòng_đường . việc này gây mất vệ_sinh môi_trường , phát_sinh mùi hôi và ảnh_hưởng đến người đi bộ . đề_nghị cơ_quan_chức_năng kiểm_tra và bố_trí điểm tập_kết phù_hợp hơn .","khu_vực đường nguyễn_văn_cừ , phường bồ_đề , quận long_biên có điểm tập_kết rác không đúng nơi quy_định , nhiều bao rác bị để tràn ra lòng_đường . việc này gây mất vệ_sinh môi_trường , phát_sinh mùi hôi và ảnh_hưởng đến người đi bộ . đề_nghị cơ_quan_chức_năng kiểm_tra và bố_trí điểm tập_kết phù_hợp hơn .",,Dữ liệu ảo,,rac_thai_ve_sinh_moi_truong,trung_binh,True
SYN0078,Hanoi,,"Tại đường Láng, đoạn gần cầu vượt Láng Hạ, quận Đống Đa, nước thải từ một số hộ kinh doanh chảy ra mặt đường, gây mùi khó chịu và làm trơn trượt khu vực đi lại. Người dân lo ngại tình trạng này kéo dài sẽ ảnh hưởng đến vệ sinh môi trường và an toàn giao thông. Kính đề nghị kiểm tra, nhắc nhở và xử lý.","Tại đường Láng, đoạn gần cầu vượt Láng Hạ, quận Đống Đa, nước thải từ một số hộ kinh doanh chảy ra mặt đường, gây mùi khó chịu và làm trơn trượt khu vực đi lại. Người dân lo ngại tình trạng này kéo dài sẽ ảnh hưởng đến vệ sinh môi trường và an toàn giao thông. Kính đề nghị kiểm tra, nhắc nhở và xử lý.","tại đường láng , đoạn gần cầu_vượt láng_hạ , quận đống_đa , nước_thải từ một_số hộ kinh_doanh chảy ra_mặt_đường , gây mùi khó_chịu và làm trơn trượt khu_vực đi_lại . người dân lo_ngại tình_trạng này kéo_dài sẽ ảnh_hưởng đến vệ_sinh môi_trường và an_toàn giao_thông . kính đề_nghị kiểm_tra , nhắc_nhở và xử_lý .","tại đường láng , đoạn gần cầu_vượt láng_hạ , quận đống_đa , nước_thải từ một_số hộ kinh_doanh chảy ra_mặt_đường , gây mùi khó_chịu và làm trơn trượt khu_vực đi_lại . người dân lo_ngại tình_trạng này kéo_dài sẽ ảnh_hưởng đến vệ_sinh môi_trường và an_toàn giao_thông . kính đề_nghị kiểm_tra , nhắc_nhở và xử_lý .",,Dữ liệu ảo,,rac_thai_ve_sinh_moi_truong,trung_binh,True
SYN0079,Hanoi,,"Rác thải xây dựng bị đổ tại khu vực phố Bạch Mai, phường Bạch Mai, quận Hai Bà Trưng, chiếm một phần vỉa hè và gây bụi bẩn. Người đi bộ phải di chuyển xuống lòng đường, tiềm ẩn nguy cơ mất an toàn. Đề nghị cơ quan chức năng yêu cầu thu dọn và xử lý hành vi đổ rác không đúng quy định.","Rác thải xây dựng bị đổ tại khu vực phố Bạch Mai, phường Bạch Mai, quận Hai Bà Trưng, chiếm một phần vỉa hè và gây bụi bẩn. Người đi bộ phải di chuyển xuống lòng đường, tiềm ẩn nguy cơ mất an toàn. Đề nghị cơ quan chức năng yêu cầu thu dọn và xử lý hành vi đổ rác không đúng quy định.","rác_thải xây_dựng bị đổ tại khu_vực phố bạch_mai , phường bạch_mai , quận hai bà trưng , chiếm một phần vỉa_hè và gây bụi bẩn . người đi bộ phải di_chuyển xuống lòng_đường , tiềm_ẩn nguy_cơ mất an_toàn . đề_nghị cơ_quan_chức_năng yêu_cầu thu_dọn và xử_lý hành_vi đổ rác không đúng quy_định .","rác_thải xây_dựng bị đổ tại khu_vực phố bạch_mai , phường bạch_mai , quận hai bà trưng , chiếm một phần vỉa_hè và gây bụi bẩn . người đi bộ phải di_chuyển xuống lòng_đường , tiềm_ẩn nguy_cơ mất an_toàn . đề_nghị cơ_quan_chức_năng yêu_cầu thu_dọn và xử_lý hành_vi đổ rác không đúng quy_định .",,Dữ liệu ảo,,rac_thai_ve_sinh_moi_truong,trung_binh,True
SYN0080,Hanoi,,"Sau các buổi họp chợ tự phát tại đường Nguyễn Văn Cừ, phường Bồ Đề, quận Long Biên, rác thải thường bị bỏ lại trên vỉa hè và lòng đường. Tình trạng này gây mất mỹ quan đô thị, ảnh hưởng đến môi trường sống của người dân. Đề nghị có biện pháp thu gom và kiểm soát việc buôn bán tại khu vực này.","Sau các buổi họp chợ tự phát tại đường Nguyễn Văn Cừ, phường Bồ Đề, quận Long Biên, rác thải thường bị bỏ lại trên vỉa hè và lòng đường. Tình trạng này gây mất mỹ quan đô thị, ảnh hưởng đến môi trường sống của người dân. Đề nghị có biện pháp thu gom và kiểm soát việc buôn bán tại khu vực này.","sau các buổi họp chợ tự_phát tại đường nguyễn_văn_cừ , phường bồ_đề , quận long_biên , rác_thải thường bị bỏ lại trên vỉa_hè và lòng_đường . tình_trạng này gây mất mỹ_quan đô_thị , ảnh_hưởng đến môi_trường sống của người dân . đề_nghị có biện_pháp thu_gom và kiểm_soát việc buôn_bán tại khu_vực này .","sau các buổi họp chợ tự_phát tại đường nguyễn_văn_cừ , phường bồ_đề , quận long_biên , rác_thải thường bị bỏ lại trên vỉa_hè và lòng_đường . tình_trạng này gây mất mỹ_quan đô_thị , ảnh_hưởng đến môi_trường sống của người dân . đề_nghị có biện_pháp thu_gom và kiểm_soát việc buôn_bán tại khu_vực này .",,Dữ liệu ảo,,rac_thai_ve_sinh_moi_truong,trung_binh,True
SYN0081,Hanoi,,"Tại khu vực phố Kim Mã, phường Ngọc Khánh, quận Ba Đình, rác thải sinh hoạt bị để tràn ra vỉa hè trong nhiều ngày, gây mùi hôi và ảnh hưởng đến người đi bộ. Một số bao rác bị rách, nước thải chảy xuống lòng đường. Đề nghị đơn vị vệ sinh môi trường thu gom kịp thời.","Tại khu vực phố Kim Mã, phường Ngọc Khánh, quận Ba Đình, rác thải sinh hoạt bị để tràn ra vỉa hè trong nhiều ngày, gây mùi hôi và ảnh hưởng đến người đi bộ. Một số bao rác bị rách, nước thải chảy xuống lòng đường. Đề nghị đơn vị vệ sinh môi trường thu gom kịp thời.","tại khu_vực phố kim_mã , phường ngọc_khánh , quận ba_đình , rác_thải sinh_hoạt bị để tràn ra vỉa_hè trong nhiều ngày , gây mùi hôi và ảnh_hưởng đến người đi bộ . một_số bao rác bị rách , nước_thải chảy xuống lòng_đường . đề_nghị đơn_vị vệ_sinh môi_trường thu_gom kịp_thời .","tại khu_vực phố kim_mã , phường ngọc_khánh , quận ba_đình , rác_thải sinh_hoạt bị để tràn ra vỉa_hè trong nhiều ngày , gây mùi hôi và ảnh_hưởng đến người đi bộ . một_số bao rác bị rách , nước_thải chảy xuống lòng_đường . đề_nghị đơn_vị vệ_sinh môi_trường thu_gom kịp_thời .",,Dữ liệu ảo,,rac_thai_ve_sinh_moi_truong,trung_binh,True
SYN0082,Hanoi,,"Người dân phản ánh tại đường Giải Phóng, đoạn gần bến xe Giáp Bát, quận Hoàng Mai có tình trạng đổ trộm rác thải xây dựng vào ban đêm. Vật liệu thừa chiếm một phần vỉa hè và gây bụi bẩn cho khu dân cư. Kính đề nghị kiểm tra và xử lý hành vi vi phạm.","Người dân phản ánh tại đường Giải Phóng, đoạn gần bến xe Giáp Bát, quận Hoàng Mai có tình trạng đổ trộm rác thải xây dựng vào ban đêm. Vật liệu thừa chiếm một phần vỉa hè và gây bụi bẩn cho khu dân cư. Kính đề nghị kiểm tra và xử lý hành vi vi phạm.","người dân phản_ánh tại đường giải_phóng , đoạn gần bến_xe giáp_bát , quận hoàng_mai có tình_trạng đổ trộm rác_thải xây_dựng vào ban_đêm . vật_liệu thừa chiếm một phần vỉa_hè và gây bụi bẩn cho khu dân_cư . kính đề_nghị kiểm_tra và xử_lý hành_vi vi_phạm .","người dân phản_ánh tại đường giải_phóng , đoạn gần bến_xe giáp_bát , quận hoàng_mai có tình_trạng đổ trộm rác_thải xây_dựng vào ban_đêm . vật_liệu thừa chiếm một phần vỉa_hè và gây bụi bẩn cho khu dân_cư . kính đề_nghị kiểm_tra và xử_lý hành_vi vi_phạm .",,Dữ liệu ảo,,rac_thai_ve_sinh_moi_truong,trung_binh,True
SYN0083,Hanoi,,"Khu vực đường Nguyễn Trãi, đoạn gần Ngã Tư Sở, quận Thanh Xuân thường xuyên có rác tồn đọng quanh miệng cống thoát nước. Khi trời mưa, rác trôi xuống cống gây tắc nghẽn và ngập cục bộ. Đề nghị tăng cường thu gom và vệ sinh khu vực này.","Khu vực đường Nguyễn Trãi, đoạn gần Ngã Tư Sở, quận Thanh Xuân thường xuyên có rác tồn đọng quanh miệng cống thoát nước. Khi trời mưa, rác trôi xuống cống gây tắc nghẽn và ngập cục bộ. Đề nghị tăng cường thu gom và vệ sinh khu vực này.","khu_vực đường nguyễn_trãi , đoạn gần ngã tư_sở , quận thanh_xuân thường_xuyên có rác tồn_đọng quanh miệng cống thoát nước . khi trời mưa , rác trôi xuống cống gây tắc_nghẽn và ngập cục_bộ . đề_nghị tăng_cường thu_gom và vệ_sinh khu_vực này .","khu_vực đường nguyễn_trãi , đoạn gần ngã tư_sở , quận thanh_xuân thường_xuyên có rác tồn_đọng quanh miệng cống thoát nước . khi trời mưa , rác trôi xuống cống gây tắc_nghẽn và ngập cục_bộ . đề_nghị tăng_cường thu_gom và vệ_sinh khu_vực này .",,Dữ liệu ảo,,rac_thai_ve_sinh_moi_truong,trung_binh,True
SYN0084,Hanoi,,"Tại đường Nguyễn Trãi, đoạn gần Ngã Tư Sở, quận Thanh Xuân, điểm tập kết rác tạm thời nằm quá gần khu dân cư, gây mùi hôi khó chịu vào buổi chiều tối. Người dân đề nghị di dời hoặc bố trí thời gian thu gom hợp lý hơn.","Tại đường Nguyễn Trãi, đoạn gần Ngã Tư Sở, quận Thanh Xuân, điểm tập kết rác tạm thời nằm quá gần khu dân cư, gây mùi hôi khó chịu vào buổi chiều tối. Người dân đề nghị di dời hoặc bố trí thời gian thu gom hợp lý hơn.","tại đường nguyễn_trãi , đoạn gần ngã tư_sở , quận thanh_xuân , điểm tập_kết rác tạm_thời nằm quá gần khu dân_cư , gây mùi hôi khó_chịu vào buổi chiều_tối . người dân đề_nghị di_dời hoặc bố_trí thời_gian thu_gom hợp_lý hơn .","tại đường nguyễn_trãi , đoạn gần ngã tư_sở , quận thanh_xuân , điểm tập_kết rác tạm_thời nằm quá gần khu dân_cư , gây mùi hôi khó_chịu vào buổi chiều_tối . người dân đề_nghị di_dời hoặc bố_trí thời_gian thu_gom hợp_lý hơn .",,Dữ liệu ảo,,rac_thai_ve_sinh_moi_truong,trung_binh,True
SYN0085,Hanoi,,"Sau giờ buôn bán, khu vực đường Phạm Văn Đồng, đoạn gần công viên Hòa Bình, quận Bắc Từ Liêm thường xuyên còn lại nhiều rác thải, túi nilon và nước bẩn trên vỉa hè. Tình trạng này ảnh hưởng đến mỹ quan đô thị và vệ sinh môi trường. Đề nghị kiểm tra, nhắc nhở các hộ kinh doanh.","Sau giờ buôn bán, khu vực đường Phạm Văn Đồng, đoạn gần công viên Hòa Bình, quận Bắc Từ Liêm thường xuyên còn lại nhiều rác thải, túi nilon và nước bẩn trên vỉa hè. Tình trạng này ảnh hưởng đến mỹ quan đô thị và vệ sinh môi trường. Đề nghị kiểm tra, nhắc nhở các hộ kinh doanh.","sau giờ buôn_bán , khu_vực đường phạm văn đồng , đoạn gần công_viên hòa_bình , quận bắc từ liêm thường_xuyên còn lại nhiều rác_thải , túi nilon và nước bẩn trên vỉa_hè . tình_trạng này ảnh_hưởng đến mỹ_quan đô_thị và vệ_sinh môi_trường . đề_nghị kiểm_tra , nhắc_nhở các hộ kinh_doanh .","sau giờ buôn_bán , khu_vực đường phạm văn đồng , đoạn gần công_viên hòa_bình , quận bắc từ liêm thường_xuyên còn lại nhiều rác_thải , túi nilon và nước bẩn trên vỉa_hè . tình_trạng này ảnh_hưởng đến mỹ_quan đô_thị và vệ_sinh môi_trường . đề_nghị kiểm_tra , nhắc_nhở các hộ kinh_doanh .",,Dữ liệu ảo,,rac_thai_ve_sinh_moi_truong,trung_binh,True
SYN0086,Hanoi,,"Người dân tại đường Phạm Văn Đồng, đoạn gần công viên Hòa Bình, quận Bắc Từ Liêm phản ánh nước thải từ một số cơ sở kinh doanh chảy trực tiếp ra đường, gây trơn trượt và mùi hôi. Đề nghị cơ quan chức năng kiểm tra hệ thống thoát nước và xử lý theo quy định.","Người dân tại đường Phạm Văn Đồng, đoạn gần công viên Hòa Bình, quận Bắc Từ Liêm phản ánh nước thải từ một số cơ sở kinh doanh chảy trực tiếp ra đường, gây trơn trượt và mùi hôi. Đề nghị cơ quan chức năng kiểm tra hệ thống thoát nước và xử lý theo quy định.","người dân tại đường phạm văn đồng , đoạn gần công_viên hòa_bình , quận bắc từ liêm phản_ánh nước_thải từ một_số cơ_sở kinh_doanh chảy trực_tiếp ra đường , gây trơn trượt và mùi hôi . đề_nghị cơ_quan_chức_năng kiểm_tra hệ_thống thoát nước và xử_lý theo quy_định .","người dân tại đường phạm văn đồng , đoạn gần công_viên hòa_bình , quận bắc từ liêm phản_ánh nước_thải từ một_số cơ_sở kinh_doanh chảy trực_tiếp ra đường , gây trơn trượt và mùi hôi . đề_nghị cơ_quan_chức_năng kiểm_tra hệ_thống thoát nước và xử_lý theo quy_định .",,Dữ liệu ảo,,rac_thai_ve_sinh_moi_truong,trung_binh,True
SYN0087,Hanoi,,"Tại đường Phạm Văn Đồng, đoạn gần công viên Hòa Bình, quận Bắc Từ Liêm, rác sinh hoạt bị bỏ không đúng giờ thu gom, khiến khu vực thường xuyên mất vệ sinh. Đề nghị tăng cường tuyên truyền và có biện pháp xử lý các trường hợp vi phạm.","Tại đường Phạm Văn Đồng, đoạn gần công viên Hòa Bình, quận Bắc Từ Liêm, rác sinh hoạt bị bỏ không đúng giờ thu gom, khiến khu vực thường xuyên mất vệ sinh. Đề nghị tăng cường tuyên truyền và có biện pháp xử lý các trường hợp vi phạm.","tại đường phạm văn đồng , đoạn gần công_viên hòa_bình , quận bắc từ liêm , rác sinh_hoạt bị bỏ không đúng giờ thu_gom , khiến khu_vực thường_xuyên mất vệ_sinh . đề_nghị tăng_cường tuyên_truyền và có biện_pháp xử_lý các trường_hợp vi_phạm .","tại đường phạm văn đồng , đoạn gần công_viên hòa_bình , quận bắc từ liêm , rác sinh_hoạt bị bỏ không đúng giờ thu_gom , khiến khu_vực thường_xuyên mất vệ_sinh . đề_nghị tăng_cường tuyên_truyền và có biện_pháp xử_lý các trường_hợp vi_phạm .",,Dữ liệu ảo,,rac_thai_ve_sinh_moi_truong,trung_binh,True
