id,city,time,content,handler,status,url
77,Hue,09:57 07/04/2026,"Kính thưa quý cơ quan.
Chúng tôi vui mừng sung sướng khi nhà nước có chủ trương làm cầu qua sông Như Ý nối đường Điềm Phùng Thị và đường 36 m thuộc dự án ecogarden. Sau thời gian thi công hiện nay công trình vẫn đang thi công trễ tiến độ đề ra. Công tác giải phóng mặt bằng 2 đầu cầu vẫn chạm tiến độ. Kính mong quý cơ quan rà doát kiểm tra hồ sơ về đền bù và yêu cầu nhà thầu đẩy nhanh tiến độ thi công để cầu đưa vào sử dụng đúng hạn. Cảm ơn.
Ảnh chụp lúc 7h30 ngày 7/4/2026.","Kết quả xử lý
Ban Quản lý Dự án Đầu tư xây dựng khu vực 1
Kính gửi: Quý Ông/Bà.
Vấn đề quý Ông/Bà phản ánh, kiến nghị Ban Quản lý dự án Đầu tư xây dựng khu vực 1 (Ban QLDA) xin thông báo kết quả như sau:
Về công tác GPMB: Hiện nay, các hộ dân tại hai đầu mố cầu đã được bồi thường, hỗ trợ và đang triển khai xây dựng nhà ở tại khu tái định cư; các hộ đã nhận đất tái định cư cam kết bàn giao mặt bằng trước ngày 15/4/2026. Đối với các trường hợp còn lại, hiện vẫn còn một số vướng mắc, khiếu nại; Ban QLDA đang phối hợp với UBND phường Vỹ Dạ tập trung giải quyết và xử lý dứt điểm trong thời gian sớm nhất.
Về công tác thi công: Đối với hạng mục cầu, hiện Nhà thầu đang thực hiện thử tải hệ đà giáo. Sau khi hoàn thành công tác thử tải, Ban QLDA sẽ đôn đốc, yêu cầu Nhà thầu khẩn trương tổ chức thi công nhằm đảm bảo hoàn thành công trình cầu trước ngày 30/5/2026.
Chân thành cảm ơn quý Ông/Bà.
Trân trọng./.
Hạn xử lý: 16/04/2026
Ngày xử lý: 09/04/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/day-nhanh-thi-cong-cau-tai-cau-qua-song-nhu-y-noi-duong-diem-phung-thi-a220118.html
78,Hue,07:37 07/04/2026,"Công trình xây dựng toà nhà Heritage Huế ở Đống Đa - Lê Hồng Phong, phường Thuận Hoá quay cần cẩu ra ngoài đường không cảnh báo, không đảm bảo an toàn cho người dân. Ảnh ghi lại lúc 7g15 ngày 7/4/2026.","Kết quả xử lý
Phường Thuận Hóa
Kính gửi: Quý Ông/Bà.
Vấn đề quý Ông/Bà phản ánh, UBND phường Thuận Hóa xin thông báo kết quả như sau:
Sau khi xem xét nội dung phản ánh, UBND phường Thuận Hóa tiến hành kiểm tra hiện trạng và làm việc với Công ty Đống Đa và đại diện nhà thầu liên quan đến nội dung đơn kiến nghị phản ánh:
Tại buổi làm việc phía công ty và nhà thầu xin tiếp thu kiến nghị phản ánh và cam kết quá trình thi công luôn đảm bảo an toàn tại công trình cũng như an toàn cho người dân trên các trục đường, hạn chế vươn cần cẩu ra khu vực đường trong giờ cao điểm, quá trình thi công luôn đảm bảo nghiêm ngặt của nhà nước về an toàn lao động. Đồng thời phía Công ty Đống Đa và nhà thầu cung cấp cho chính quyền địa phương các văn bản liên quan đến sử dụng máy, thiết bị, vật tư có yêu cầu nghiêm ngặt về an toàn lao động. (Đính kèm biên bản làm việc và giấy khai báo)
Chân thành cảm ơn quý Ông/Bà.
Trân trọng.
1/4
1234
Hạn xử lý: 16/04/2026
Ngày xử lý: 16/04/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/xay-dung-quay-can-cau-ra-duong-gay-nguy-hiem-tai-dong-da---le-hong-phong-a220102.html
79,Hue,21:58 06/04/2026,"Hiện nay, tại khu vực 36 Dương Thanh Bình, phường Hương Thuỷ, Thành phố Huế có một trạm biến áp Lương Mỹ 2 được đặt sát cạnh nhà dân. Trong thời gian qua, trạm biến áp này đã nhiều lần xảy ra sự cố cháy nổ, phát ra tiếng nổ lớn, tia lửa điện và khói, gây hoang mang, lo lắng cho các hộ dân xung quanh.
Tình trạng này tiềm ẩn nguy cơ rất cao gây thiệt hại về tài sản, đặc biệt là đe dọa trực tiếp đến tính mạng của người dân, nhất là người già và trẻ nhỏ. Ngoài ra, trạm biến áp đặt quá gần khu dân cư còn không đảm bảo các tiêu chuẩn an toàn về khoảng cách theo quy định.
Chúng tôi đã nhiều lần phản ánh, tuy nhiên đến nay vẫn chưa được giải quyết triệt để.
Vì vậy, chúng tôi kính đề nghị:
Cơ quan có thẩm quyền kiểm tra, đánh giá mức độ an toàn của trạm biến áp nêu trên.
Có phương án di dời trạm biến áp ra khỏi khu vực dân cư, đảm bảo khoảng cách an toàn theo quy định.
Trong thời gian chưa di dời, đề nghị có biện pháp khắc phục, gia cố và đảm bảo an toàn tuyệt đối cho người dân.
Chúng tôi cam kết những nội dung trình bày trên là hoàn toàn đúng sự thật và chịu trách nhiệm trước pháp luật về nội dung đơn này.
Kính mong Quý cơ quan xem xét, giải quyết kịp thời để đảm bảo an toàn cho người dân.","Kết quả xử lý
Công ty Điện lực Huế
Kính gửi: Quý Ông/Bà.
Vấn đề quý Ông/Bà phản ánh, Công ty Điện lực Huế xin thông báo kết quả như sau:
Trạm biến áp công cộng là được xây dựng trong khu dân cư để đảm bảo bán kính cấp điện và chất lượng điện áp. Trạm biến áp Lương Mỹ 2 được đầu tư xây dựng từ năm 2012 với mục đích phủ kín lưới điện hạ áp, cấp điện đến từng hộ trong khu vực.
Tại thời điểm xây dựng, hướng tuyến và vị trí trạm Lương Mỹ 2 đã được chính quyền địa phương thỏa thuận, đồng thời đảm bảo tuân thủ các quy định kỹ thuật cũng như an toàn điện hiện hành. Qua thời gian vận hành, trong năm 2025, lưới điện hạ áp có 01 lần mo-ve do khách hàng sử dụng điện tăng tải đột biến trên 1 pha nhưng không báo Điện lực về việc tăng phụ tải như quy định trong hợp đồng sử dụng điện. Điện lực đã chủ động cân pha, san tải trên lưới điện ngay trong thời điểm 2025 và đảm bảo cấp điện ổn định.
Chân thành cảm ơn quý Ông/Bà.
Trân trọng./.
Hạn xử lý: 16/04/2026
Ngày xử lý: 16/04/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/kien-nghi-di-doi-tram-bien-ap-tai-36-duong-thanh-binh-a220085.html
80,Hue,21:08 06/04/2026,"Dây điện, cáp viễn thông sà xuống đường gây nguy hiểm cho người tham gia giao thông tại số 01 đường Huyền Trân Công Chúa.
Hiện nay, tại ngã ba đường Huyền Trân Công Chúa - Bùi Thị Xuân có một số dây điện, cáp viễn thông sà xuống vắt ngang đường rất nguy hiểm cho người tham gia giao thông và xe du lịch thường xuyên qua lại, mặc dù đã xảy ra mấy ngày nay nhưng chưa hề có sự quan tâm của các cơ quan liên quan để khắc phục tình trạng này.
Xin nói thêm là tuyến đường điện, cáp viễn thông này được mắc rất thấp, không được quan tâm đưa lên cao nên thường xuyên bị vướng vào xe tải sà xuống đường, lâu lâu lại sà xuống rồi được xử lý tạm bợ, chưa khắc phục được triệt để.
Đề nghị cơ quan chức năng sớm khắc phục, đưa tuyến cáp này lên cao, tránh các tai nạn đáng tiếc cho người tham gia giao thông và khách du lịch. Trân trọng!","Kết quả xử lý
Sở Khoa học và Công nghệ
Kính gửi: Quý Ông/Bà.
Vấn đề quý Ông/Bà phản ánh, Sở Khoa học và Công nghệ xin thông báo kết quả như sau:
Sở Khoa học và Công nghệ đã chỉ đạo các Doanh nghiệp viễn thông kiểm tra và xử lý tại vị trí trên (Đính kèm hình ảnh).
Chân thành cảm ơn quý Ông/Bà.
Trân trọng./.
Hạn xử lý: 16/04/2026
Ngày xử lý: 07/04/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/day-vien-thong-sa-thap-tai-nga-ba-duong-huyen-tran-cong-chua---bui-thi-xuan-a220081.html
81,Hue,19:57 06/04/2026,"Cầu này mình thấy làm đã quá lâu rồi, nhưng vẫn chưa hoàn thành, đường thì quá tối mà đoạn lên cầu xuống cầu còn ổ gà quá nhiều, hư hỏng nặng. Quá nguy hiểm cho những người đi qua cầu ạ! Mong mọi người sớm hoàn thành cầu này ạ. Cầu đi qua đường Phạm Thị Liên.","Kết quả xử lý
Ban quản lý dự án đầu tư xây dựng Chương trình phát triển các đô thị loại II (các đô thị xanh)
Kính gửi: Quý Ông/Bà. 
Vấn đề quý Ông/Bà phản ánh, Ban quản lý dự án đầu tư xây dựng Chương trình phát triển các đô thị loại II (các đô thị xanh) – dự án thành phần Thừa Thiên Huế (Ban QLDA) xin thông báo kết quả như sau:
Ngày 09/4/2026, đơn vị thi công đã triển khai thi công phần đường đầu cầu phía đường sắt (phần đã được giải phóng mặt bằng) thuộc hạng mục: Cầu nối từ đường Phạm Thị Liên sang đường Lê Duẩn (đính kèm hình ảnh). Ban QLDA kính mong bà con thông cảm.
Chân thành cảm ơn quý Ông/Bà.
Trân trọng./.
1/2
12
Hạn xử lý: 15/04/2026
Ngày xử lý: 10/04/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/kien-nghi-som-hoan-thanh-cau-qua-duong-pham-thi-lien-a220076.html
82,Hue,19:01 06/04/2026,"Vào lúc 11h35 ngày 6/4/2026 đèn tín hiệu giao thông tại 22 Nguyễn Thị Minh Khai, Phường Thuận Hóa, Thành phố Huế đã bị dỡ phần số giây đếm, đề nghị được lắp lại.","Kết quả xử lý
Trung tâm Quản lý và Khai thác hạ tầng thành phố Huế
Kính gửi: Quý Ông/Bà.
Vấn đề quý Ông/Bà phản ánh, Trung tâm Quản lý và Khai thác hạ tầng thành phố Huế (Trung tâm) xin thông báo kết quả như sau:
Sau khi nhận được phản ánh, Trung tâm đã phối hợp cùng Công ty CP Môi trường và Công trình đô thị Huế tiến hành kiểm tra và sửa chữa. Đến nay, công tác sửa chữa, khắc phục đã hoàn thành. (Đính kèm hình ảnh)
Chân thành cảm ơn quý Ông/Bà.
Trân trọng./.
Hạn xử lý: 15/04/2026
Ngày xử lý: 16/04/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/kien-nghi-lap-lai-den-hien-thi-so-dem-giay-a220073.html
83,Hue,17:37 06/04/2026,"Đường Đức Bưu, tại số 28 Đường Đức Bưu, phường Hương An xuống cấp, gây nguy hiểm đến lưu thông.","Kết quả xử lý
Ban Quản lý dự án Đầu tư xây dựng và Phát triển đô thị thành phố Huế
Kính gửi: Quý Ông/Bà.
Vấn đề Quý Ông/Bà phản ánh, Ban QLDA Đầu tư xây dựng và Phát triển đô thị xin thông báo kết quả như sau:
Vị trí Quý Ông/Bà phản ánh thuộc dự án HTKT khu định cư Hương Sơ (giai đoạn 3) do Ban QLDA làm chủ đầu tư; dự án đã hoàn thành năm 2016. Tuy nhiên, các hạng mục đường giao thông chưa được bàn giao cho đơn vị tiếp nhận do còn phải khắc phục, sửa chữa một số vị trí hư hỏng theo yêu cầu. Qua kiểm tra hiện trường, tại vị trí số 28 đường Đức Bưu ghi nhận có hư hỏng một phần mặt đường.
Ban QLDA sẽ yêu cầu nhà thầu thi công tiến hành sửa chữa, khắc phục trong thời gian sớm nhất nhằm đảm bảo an toàn đi lại cho người dân.
Chân thành cảm ơn Quý Ông/Bà.
Trân trọng./.
Hạn xử lý: 22/04/2026
Ngày xử lý: 28/04/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/duong-duc-buu-xuong-cap-a220059.html
84,Hue,17:05 06/04/2026,Tại ngã ba đường Bùi Thị Xuân và đường Huyền Trân Công Chúa dây điện sà xuống đường quá nhiều gây nguy hiểm cho xe cộ qua lại. Video này được quay vào lúc 7h51' ngày 3/4/2026,"Kết quả xử lý
Sở Khoa học và Công nghệ
Kính gửi: Quý Ông/Bà.
Vấn đề quý Ông/Bà phản ánh, Sở Khoa học và Công nghệ xin thông báo kết quả như sau:
Sở Khoa học và Công nghệ đã chỉ đạo các Doanh nghiệp viễn thông kiểm tra và xử lý tại vị trí trên (Đính kèm hình ảnh).
Chân thành cảm ơn quý Ông/Bà.
Trân trọng./.
Hạn xử lý: 15/04/2026
Ngày xử lý: 07/04/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/day-dien-sa-xuong-thap-tai-nga-ba-duong-bui-thi-xuan-va-duong-huyen-tran-cong-chua-a220057.html
85,Hue,16:45 06/04/2026,"Tôi xin phản ánh về việc bố trí biển báo giao thông tại đầu đường Trịnh Công Sơn giao với cầu Gia Hội.
Hiện tại có biển “Cấm đi ngược chiều” kèm biển phụ “30m”. Tuy nhiên, sau đoạn 30m này không có biển báo nào tiếp theo để thông báo việc chuyển sang đường hai chiều hoặc hướng lưu thông mới. Điều này gây khó hiểu và dễ khiến người tham gia giao thông vi phạm ngoài ý muốn.
Đường Trịnh Công Sơn có chiều dài hơn 1km, nhưng việc chỉ đặt biển cấm trong phạm vi 30m mà không có biển hướng dẫn tiếp theo là chưa hợp lý, có thể gây khó khăn cho người dân và du khách.
Kính đề nghị cơ quan chức năng kiểm tra, rà soát và bổ sung biển báo phù hợp (biển kết thúc cấm hoặc biển chỉ dẫn chiều lưu thông) để đảm bảo rõ ràng, an toàn giao thông. Xin chân thành cảm ơn.","Kết quả xử lý
Trung tâm Quản lý và Khai thác hạ tầng thành phố Huế
Kính gửi: Quý Ông/Bà. 
Vấn đề quý Ông/Bà phản ánh, Trung tâm Quản lý và Khai thác Hạ tầng thành phố Huế xin thông báo kết quả như sau:
Hiện nay tuyến đường Trịnh Công Sơn được tổ chức lưu thông 1 chiều hướng từ Nguyễn Bỉnh Khiêm đến lối vào công viên Trịnh Công Sơn.
Hiện trạng thực tế trên tuyến, tại vị trí km0+010 (gần cầu Gia Hội) đã cắm biển báo P.102 “Cấm đi ngược chiều” và biển phụ S.502 “Khoảng cách đến đối tượng báo hiệu 30m” thông báo khoảng cách thực tế từ vị trí đặt biển đến vị trí hiệu lực của biển Cấm đi ngược chiều là 30m, phù hợp quy định.
Trung tâm thông tin để quý Ông/Bà được rõ.
Chân thành cảm ơn quý Ông/Bà.
Trân trọng./.
Hạn xử lý: 15/04/2026
Ngày xử lý: 15/04/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/kien-nghi-bo-tri-bien-bao-giao-thong-tai-duong-trinh-cong-son-a220053.html
86,Hue,14:56 06/04/2026,"Kính gửi cơ quan chức năng,
Đại diện hộ gia đình số 113, 117, 119 Phạm Văn Đồng, phường Vỹ Dạ, Huế. Chúng tôi muốn phản ánh tình trạng các bãi giới hạ, vật liệu gây chắn hành lang vỉa hè và mất an toàn cho người đi bộ, trẻ nhỏ.
Ngày 31/03/2026, sau khi nhà thầu di dời cọc tủ quản lý hệ thống điện chiếu sáng ra sát trụ đèn, các bãi giới hạ vẫn nằm nguyên tại chỗ sau 6 ngày vừa qua. Điều này dẫn đến một số tác hại như sau:
- Cửa nắp cống giữa 2 nhà 117 và 119 Phạm Văn Đồng không được đóng kín nên chuột từ cống chui lên, hơi mùi xộc lên gây ảnh hưởng đến cư dân.
- Các bãi giải hạ không được dọn dẹp, di dời nên ngày 04/04/2026 đã có cháu bé khi cố ý đi qua đã bị ngả. Bãi giải hạ nằm gần shop bán đồ trẻ em nên nhiều trẻ em hay hoạt động ở khu vực này.
- Cư dân gặp khó khăn khi di chuyển trên vỉa hè. Ngoài ra, các cọc sắt nhô lên từ trụ cọc tủ điện (chờ lắp tủ) rất mất an toàn với người đi bộ, đặc biệt là trẻ nhỏ.
Kính mong cơ quan chức năng có phương án dọn dẹp giải hạ, đậy nắp cống (hố kỹ thuật), che chắn đầu nhọn trụ cọc để trả lại vỉa hè cho cư dân.","Kết quả xử lý
Ban Quản lý Dự án Đầu tư xây dựng khu vực 1
Kính gửi: Quý Ông/Bà.
Vấn đề Quý Ông/Bà phản ánh, Ban Quản lý Dự án Đầu tư Xây dựng Khu vực 1 (Ban QLDA) xin thông báo kết quả như sau:
Hiện nay, Nhà thầu đang tiến hành đặt hàng tủ điện theo đúng hồ sơ thiết kế. Sau khi hoàn thành lắp đặt, Nhà thầu sẽ xử lý dứt điểm tình trạng các cọc sắt nhô lên tại vị trí trụ đặt tủ điện (phần chờ lắp đặt tủ).
Đối với các nội dung về dọn dẹp, giải tỏa vật liệu thi công và đậy nắp cống, Nhà thầu đã hoàn thành công tác xử lý vào ngày 08/4/2026 (có hình ảnh kèm theo).
Ban QLDA thông báo để Quý Ông/Bà được biết.
Chân thành cảm ơn Quý Ông/Bà.
Trân trọng./.
Hạn xử lý: 15/04/2026
Ngày xử lý: 09/04/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/kien-nghi-hoan-tra-mat-bang-sau-thi-cong-tai-113-117-119-pham-van-dong-a220043.html
87,Hue,14:22 06/04/2026,"Tại ngã tư Kim Long - Cầu Dã Viên, xe tôi BKS 75H07034 đang lưu thông từ Kim Long rẽ phải lên Cầu Dã Viên, đèn tín hiệu màu xanh đang còn 08 giây, bỗng chuyển qua tín hiệu màu vàng, dù xung quanh không có sự cố hay chắn tàu gì cả. Tôi phản ánh lỗi kỹ thuật của đèn tín hiệu, mong quý anh chị xem xét và xử lý kịp thời. Xin cảm ơn.","Kết quả xử lý
Ban quản lý dự án đầu tư xây dựng Chương trình phát triển các đô thị loại II (các đô thị xanh)
Kính gửi: Quý Ông/Bà.
Vấn đề quý Ông/Bà phản ánh, Ban quản lý dự án đầu tư xây dựng Chương trình phát triển các đô thị loại II (các đô thị xanh) – dự án thành phần Thừa Thiên Huế (Ban QLDA) xin thông báo kết quả như sau:
Hiện tại, Hệ thống đèn tín hiệu tại nút giao đường bộ đang đồng bộ với hệ thống báo hiệu của đường sắt. Khi tàu chuẩn bị đi qua và đi ngang qua đường ngang, vì một số nguyên nhân làm thời gia tàu đi qua phạm vi nút giao bị kéo dài hơn dự định, dẫn đến hệ thống đèn tín hiệu bị nhiễu tạm thời. Sau khi tàu đi qua khoảng 2 phút, hệ thống sẽ ổn định lại. Ban QLDA đang phối hợp với Công ty cổ phần Môi trường và Công trình đô thị Huế kiểm tra khắc phục trong thời gian tới.
Chân thành cảm ơn quý Ông/Bà.
Trân trọng./.
Hạn xử lý: 15/04/2026
Ngày xử lý: 20/04/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/kien-nghi-sua-chua-den-tin-hieu-giao-thong-tai-tu-kim-long-re-phai-len-cau-da-vien-a220040.html
88,Hue,13:31 06/04/2026,"Hiện nay đoạn đường tỉnh lộ 15 đã hư hỏng nghiêm trọng, hàng ngày các xe tải trọng lớn để tránh trạm thu phí và chạy vào cao tốc vẫn đi qua đoạn đường này rất nhanh, rất nguy hiểm cho các em học sinh giờ cao điểm đi học về, mong chính quyền xem xét sửa chửa lại đường cho dân đi và các e học sinh đi học thuận tiện và đề xuất bắt camera an ninh để tuyến đường trên giảm các xe phân khối lớn chạy qua
Phú Bài (Phú Sơn) ngày 6/4/2026","Kết quả xử lý
Sở Xây dựng
Kính gửi: Quý Ông/Bà.
Vấn đề quý Ông/Bà phản ánh, Sở Xây dựng thành phố Huế xin thông báo kết quả như sau:
Đoạn tuyến quý Ông/Bà phản ánh từ Km9+100-Km11+600 (ĐT15) được nâng cấp vào năm 2004, hoàn thành đưa vào sử dụng vào năm 2005. Đến nay đoạn tuyến này đã xuống cấp, bề rộng mặt đường rộng 3.5m, không đáp ứng kịp nhu cầu phát triển của khu vực và các loại, lượng phương tiện thường xuyên lưu thông.
Sở Xây dựng cũng đã có đề xuất phương án nâng cấp, chỉnh trang đoạn tuyến này trong năm 2026. Sở Xây dựng đã theo dõi, nắm biết thực trạng hư hỏng trên tuyến, thường xuyên chỉ đạo đơn vị quản lý tuyến đảm bảo giao thông tạm thời, ưu tiên sửa chữa các đoạn hư hỏng nặng, khu vực đông dân cư (có hình ảnh đính kèm).
Hiện nay, UBND thành phố Huế đã có quyết định số: 2567/ QĐ-UBND ngày 12/08/2025 về chủ trương đầu tư dự án nâng cấp mở rộng đường Nam Cao (Km0+00-Km2 Đường tỉnh 15). Thời gian và tiến độ thực hiện dự án trong 3 năm.
Chân thành cảm ơn quý Ông/Bà.
Trân trọng.
1/7
1234567
Hạn xử lý: 15/04/2026
Ngày xử lý: 09/04/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/duong-tinh-lo-15-hu-hong-nang-a220036.html
89,Hue,09:25 06/04/2026,Đội thi công tại 245 Phạm Văn Đồng làm lâu ảnh hưởng đến việc bán hàng và ảnh hưởng đến việc đi lại của người dân. Mở hố ga lên không lắp lại người dân đi lại khó khăn và nguy hiểm ạ.,"Kết quả xử lý
Ban Quản lý Dự án Đầu tư xây dựng khu vực 1
Kính gửi: Quý Ông/Bà.
Vấn đề quý Ông/Bà phản ánh, Ban Quản lý dự án Đầu tư xây dựng khu vực 1 (Ban QLDA) xin thông báo kết quả như sau:
Hiện, Nhà thầu đã hoàn thành công tác hoàn trả đá Granite tại vị trí quý Ông/Bà phản ánh (đính kèm hình ảnh xử lý).
Chân thành cảm ơn quý Ông/Bà.
Trân trọng./.
Hạn xử lý: 15/04/2026
Ngày xử lý: 08/04/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/kien-nghi-day-nhanh-thi-cong-tai-245-pham-van-dong-a220006.html
90,Hue,21:55 05/04/2026,"Nhà thầu thi công phá dỡ Thuộc Công trình HTKT Dự án Đầu tư xây dựng nhà ở tại các khu đất thuộc đường Trần Cao Vân và Nguyễn Tri Phương, phường Thuận Hóa, TP Huế. Thi công không đảm bảo mỹ quan đô thị, gây bụi bặm, không có phương án thu hồi xà bần trong quá trình phá dỡ, gây văng đá gạch ra đường. Hoạt động phá dỡ sau 22h gây tiếng ồn nghiêm trọng với tiếng xe múc, máy đục. Ảnh hưởng đến đời sống khu dân cư, hoạt động nghỉ dưỡng lưu trú của khách du lịch. Thời gian quay video 22h15 ngày 05/04/2026. Rất mong cơ quan chức năng kiểm tra chấn chỉnh kịp thời.","Kết quả xử lý
Phường Thuận Hóa
Kính gửi: Quý Ông/Bà.

Vấn đề quý Ông/Bà phản ánh, UBND phường Thuận Hoá đã chỉ đạo Trung tâm Dịch vụ sự nghiệp công kiểm tra và xin thông báo kết quả như sau:
Sau khi tiếp nhận phản ánh của quý Ông/Bà, Trung tâm Dịch vụ sự nghiệp công phường Thuận Hóa đã cử lực lượng trật tự xây dựng đến kiểm tra thực tế tại hiện trường. Qua kiểm tra, lực lượng chức năng đã yêu cầu đơn vị thi công thực hiện che chắn, đảm bảo mỹ quan đô thị, thường xuyên phun, xịt nước để giảm bụi trong quá trình thi công, thu gom vật liệu, không để rơi vãi ra đường, chấp hành quy định về thời gian thi công, hạn chế gây tiếng ồn vào ban đêm.
Lực lượng chức năng đã nhắc nhở và yêu cầu đơn vị khẩn trương khắc phục các tồn tại. Trong thời gian tới, lực lượng chức năng sẽ tiếp tục theo dõi, kiểm tra và xử lý nếu còn vi phạm (đính kèm hình ảnh).
Chân thành cảm ơn Quý Ông/Bà.
Trân trọng./.
File đính kèm:
1/2
12
Hạn xử lý: 15/04/2026
Ngày xử lý: 15/04/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/thi-cong-gay-o-nhiem-tai-duong-tran-cao-van-a219994.html
91,Hue,09:50 05/04/2026,"Hiện nay, tại tuyến đường Đắc Lập, phường Thủy Xuân có một bên là khu dân cư sinh sống, phía còn lại là công viên phục vụ nhu cầu đi bộ, tập thể dục và vui chơi của người dân, đặc biệt là trẻ nhỏ. Tuy nhiên, tình trạng xe tải lớn và xe container thường xuyên di chuyển vào và đậu đỗ dọc tuyến đường diễn ra ngày càng nhiều. Việc này không chỉ gây mất mỹ quan đô thị mà còn ảnh hưởng trực tiếp đến sinh hoạt thường ngày của người dân như tiếng ồn, khói bụi và nguy cơ ô nhiễm môi trường.
Tuyến đường Đắc Lập có chiều dài ngắn, mặt đường hẹp, có 4 ngã ba giao cắt. Khi các phương tiện có kích thước lớn đậu đỗ thì tầm nhìn của người tham gia giao thông, đặc biệt tại các khúc cua và điểm giao nhau, bị che khuất nghiêm trọng. Điều này tiềm ẩn nguy cơ cao xảy ra tai nạn giao thông, đặc biệt nguy hiểm đối với người đi bộ và các cháu nhỏ thường xuyên vui chơi trong khu vực công viên.
Vì vậy, để đảm bảo an toàn giao thông, giữ gìn môi trường và cảnh quan khu vực, kính đề nghị cơ quan chính quyền địa phương có biện pháp xử lý phù hợp. Cụ thể, đề xuất xem xét lắp đặt biển báo cấm đậu đỗ đối với xe tải và xe container tại tuyến đường Đắc Lập; đồng thời tăng cường công tác kiểm tra, giám sát.
Rất mong nhận được sự quan tâm, hỗ trợ từ quý cơ quan trong thời gian sớm nhất để đảm bảo an toàn và quyền lợi cho người dân trong khu vực.
Xin chân thành cảm ơn!","Kết quả xử lý
Sở Xây dựng
Kính gửi: Quý Ông/Bà.
Vấn đề Quý Ông/Bà phản ánh, Sở Xây dựng thông báo kết quả như sau:
Sau khi tiếp nhận phản ánh, Sở Xây dựng đã tổ chức kiểm tra, rà soát tình hình tổ chức giao thông tại khu vực. Qua rà soát, đường Đắc Lập là tuyến đường nội bộ, kết nối ra đường Đồng Khởi, có lưu lượng phương tiện tham gia giao thông không lớn.
Hiện nay, trên tuyến đường Đồng Khởi đã được lắp đặt biển báo cấm đỗ đối với xe tải theo quy định. Đối với kiến nghị liên quan đến tình trạng xe tải, xe container lưu thông và dừng, đỗ trên đường Đắc Lập, Sở Xây dựng ghi nhận ý kiến của Quý Ông/Bà và sẽ tiếp tục theo dõi, đánh giá lưu lượng phương tiện, tình hình giao thông thực tế để xem xét, điều chỉnh tổ chức giao thông cho phù hợp, đảm bảo an toàn giao thông và trật tự đô thị.
Căn cứ điểm e khoản 4 Điều 18 Luật Giao thông đường bộ, người điều khiển phương tiện không được dừng xe, đỗ xe tại vị trí “nơi đường giao nhau và trong phạm vi 05 mét tính từ mép đường giao nhau”; các trường hợp dừng, đỗ xe không đúng quy định sẽ bị cơ quan có thẩm quyền xử lý theo quy định pháp luật.
Sở Xây dựng thông tin để Quý Ông/Bà được biết.
Chân thành cảm ơn quý Ông/Bà.
Trân trọng./.
Hạn xử lý: 17/04/2026
Ngày xử lý: 06/05/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/kien-nghi-co-bien-phap-xu-ly-an-toan-doi-voi-tinh-trang-xe-tai-lon-va-xe-container-tai-tuyen-duong-d-a219956.html
92,Hue,08:14 05/04/2026,"Để nghị xử lý nhánh phượng khô, rất dễ rớt xuống gây nguy hiểm trước mặt số nhà 69 Đào Tấn, phường Thuận Hoá.","Kết quả xử lý
Trung tâm Công viên cây xanh thành phố Huế
Kính gửi: Quý Ông/Bà.
Vấn đề quý Ông/Bà phản ánh, Trung tâm Công viên Cây xanh thành phố Huế xin thông báo kết quả như sau:
Trung tâm đã cắt mé nhánh phượng khô tại 69 Đào Tấn đảm bảo an toàn cho người dân (đính kèm hình ảnh).
Chân thành cảm ơn quý Ông/Bà.
Trân trọng./.
Hạn xử lý: 15/04/2026
Ngày xử lý: 08/04/2026",Đã xử lý,https://tuongtac.hue.gov.vn/phan-anh/nhanh-phuong-bi-kho-gay-nguy-hiem-tai-69-dao-tan-a219945.html
